id,category,brand_name,effective_time,purpose,indications_and_usage,active_ingredient,inactive_ingredient,dosage_and_administration,warnings
6cbca6a8-ebaa-6ccd-e053-2a91aa0aa400,diarrhea,Convallaria majalis,2018-05-21,USES To relieve the symptoms of diarrhea.,INDICATIONS Indications: CONVALLARIA Diarrhea,ACTIVE INGREDIENTS CONVALLARIA,INACTIVE INGREDIENTS Sucrose/Lactose,DIRECTIONS Adults: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides. Children: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides.,"STOP USE AND ASK DOCTOR If symptoms persist/worsen or if pregnant/nursing, stop use and consult your practitioner."
7e63f7fe-be78-4800-a9a4-13586182febe,diarrhea,Stomach Relief,2020-11-16,Purposes Upset stomach reliever and antidiarrheal,"Uses relieves travelers’ diarrhea diarrhea upset stomach due to overindulgence in food and drink, including: heartburn indigestion nausea gas belching fullness",Drug Facts Active ingredient (in each 30 mL dose cup) Bismuth subsalicylate 525 mg,"Inactive ingredients benzoic acid, D&C Red No. 22, D&C Red No. 28, flavor, magnesium aluminum silicate type 1C, purified water, saccharin sodium, salicylic acid, sodium salicylate, sorbic acid, xanthan gum Questions or comments? 1-855-274-4122 * This product is not manufactured or distributed by Procter & Gamble, distributor of Pepto-Bismol TM . Distributed by: Aurohealth LLC. 2572 Brunswick Pike Lawrenceville, NJ 08648","Directions shake well before use mL=milliliter measure only with dosing cup provided. Do not use any other dosing device adults and children 12 years and over: 1 dose (30 mL) every 1/2 to 1 hour as needed do not exceed 8 doses (240 mL) in 24 hours use until diarrhea stops but not more than 2 days children under 12 years: ask a doctor drink plenty of clear fluids to help prevent dehydration caused by diarrhea Other information each 30 mL dose cup contains: magnesium 12 mg, sodium 7 mg salicylate 233 mg low sodium Store at 20° to 25°C (68° to 77°F)and protect from freezing avoid excessive heat (over 104°F or 40°C) TAMPER EVIDENT: Do not use if the printed seal under the cap is missing or broken.","Warnings Reye' s syndrome: Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. When using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syndrome, a rare but serious illness. Allergy alert: Contains salicylate."
6b533f1d-e8f8-6b48-e053-2a91aa0a0397,diarrhea,Aloe Socotrina,2018-05-03,USES To relieve the symptoms of diarrhea.,INDICATIONS Indications: ALOE Diarrhea,ACTIVE INGREDIENTS ALOE 30C,INACTIVE INGREDIENTS Sucrose/Lactose,DIRECTIONS Adults: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides. Children: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides.,"STOP USE AND ASK DOCTOR If symptoms persist/worsen or if pregnant/nursing, stop use and consult your practitioner."
c9f2809e-6b04-4fd2-8bbc-2b7afe1dc41c,diarrhea,Ver,2018-07-30,"HOMEOPATHIC INDICATIONS: For temporary relief of symptoms related to parasite infestation including occasional diarrhea, digestive problems, flatulence, occasional constipation, and spasms.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","HOMEOPATHIC INDICATIONS: For temporary relief of symptoms related to parasite infestation including occasional diarrhea, digestive problems, flatulence, occasional constipation, and spasms.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","ACTIVE INGREDIENTS: Artemisia Vulgaris 2X, Melilotus Officinalis 3X, Quassia (Amara) 3X, Teucrium Marum 3X, Thymus Serpyllum 3X, Filix Mas 4X, Cina 8X, Silicea 8X, Spigelia Anthelmia 8X, Calcarea Carbonica 12X, Graphites 12X, Iodium 12X, Mercurius Corrosivus 12X, Sabadilla 12X, Ascaris Lumbricoides 15X, 30X, 60X, 200X, Trichinella Spiralis 15X, 30X, 60X, 200X, Enterobius Vermicularis 33X, 60X, 200X, Taenia Solium 12C, 30C, 60C, 200C, Trichomonas Vaginalis 13C, 30C, 60C, 200C, Giardia Lamblia 18C, 30C, 60C, 200C, Cryptosporidium Parvum 20C, 30C, 60C, 200C, Taenia Saginata 20C, 30C, 60C, 200C, Brugia Malayi 39C, 60C, 200C.","INACTIVE INGREDIENTS: Demineralized Water, 25% Ethanol","DIRECTIONS: 1-10 drops under the tongue, 3 times a day or as directed by a health professional. Consult a physician for use in children under 12 years of age.","WARNINGS: Keep out of reach of children. In case of overdose, contact physician or a Poison Control Center right away. If pregnant or breast-feeding, ask a health professional before use. Tamper seal: ""Sealed for Your Protection."" Do not use if seal is broken or missing."
18471e7d-1097-45b9-b9a9-54786fe6097f,diarrhea,loperamide hydrochloride,2017-12-19,Purpose Anti-diarrheal,"Use controls symptoms of diarrhea, including Travelers’ Diarrhea",Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg,"Inactive ingredients anhydrous citric acid, carboxymethylcellulose sodium, D&C yellow no. 10, FD&C blue no. 1, glycerin, microcrystalline cellulose, natural and artificial mint flavor, propylene glycol, purified water, simethicone, sodium benzoate, sucralose, titanium dioxide, xanthan gum","Directions • drink plenty of clear fluids to help prevent dehydration caused by diarrhea • find right dose on chart. If possible, use weight to dose; otherwise use age. • shake well before using • only use attached measuring cup to dose product adults and children 12 years and over 30 mL (6 tsp) after the first loose stool; 15 mL (3 tsp) after each subsequent loose stool; but no more than 60 mL (12 tsp) in 24 hours children 9-11 years (60-95 lbs) 15 mL (3 tsp) after the first loose stool; 7.5 mL (1 1/2 tsp) after each subsequent loose stool; but no more than 45 mL (9 tsp) in 24 hours children 6-8 years (48-59 lbs) 15 mL (3 tsp) after the first loose stool; 7.5 mL (1 1/2 tsp) after each subsequent loose stool; but no more than 30 mL (6 tsp) in 24 hours children under 6 years (up to 47 lbs) ask a doctor","Warnings Allergy alert: Do not use if you have ever had a rash or other allergic reaction to loperamide HCl Do not use if you have bloody or black stool Ask a doctor before use if you have • fever • mucus in the stool • a history of liver disease Ask a doctor or pharmacist before use if you are taking antibiotics When using this product • tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Stop use and ask a doctor if • symptoms get worse • diarrhea lasts for more than 2 days • you get abdominal swelling or bulging. These may be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)"
28af9d56-7868-4d45-ab00-4dae3a47de40,diarrhea,Circle K Anti-Diarrheal,2019-12-11,Purpose Anti-diarrheal,"Use Controls symptoms of diarrhea, including Travelers' Diarrhea","Active ingredient (in each caplet) Loperamide HCl, USP 2 mg","Inactive ingredients anhydrous lactose, croscarmellose sodium, crospovidone, D&C Yellow no. 10 aluminum lake, FD&C Blue no. 1 aluminum lake, hydrogenated vegetable oil, magnesium stearate, powdered cellulose, pregelatinized starch","Directions drink plenty of clear fluids to help prevent dehydration caused by diarrhea find right dose on chart. If possible, use weight to dose; otherwise use age adults and children 12 years and over 2 caplets after the first loose stool; 1 caplet after each subsequent loose stool; but no more than 4 caplets in 24 hours children 9 - 11 years (60 - 95 lbs) 1 caplet after the first loose stool; 1/2 caplet after each subsequent loose stool; but no more than 3 caplets in 24 hours children 6 - 8 years (48 - 59 lbs) 1 caplet after the first loose stool; 1/2 caplet after each subsequent loose stool; but no more than 2 caplets in 24 hours children 2 - 5 years (34 - 47 lbs) ask a doctor children under 2 (up to 33 lbs) do not use","Warnings Allergy alert Do not use if you have ever had a rash or other allergic reaction to Loperamide HCl. Heart alert Taking more than directed can cause serious heart problems or death. Do not use if you have bloody or black stool Ask a doctor before use if you have fever mucus in the stool a history of liver disease a history of abnormal heart rhythm Ask a doctor or pharmacist before use if you are taking a prescription drug. Loperamide may interact with certain prescription drugs. When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Stop use and ask a doctor if symptoms get worse diarrhea lasts for more than 2 days you get abdominal swelling or bulging. These may be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)"
38f03810-23c3-406b-90c5-bdc9cf72a85b,diarrhea,Loperamide Hydrochloride,2020-10-05,Purpose Anti-diarrheal,"Uses • controls the symptoms of diarrhea, including Traveler's Diarrhea",Active ingredient (in each 5 mL teaspoonful) Loperamide HCl 1 mg,"Inactive ingredients alcohol (0.5%), benzoic acid, cherry flavor, glycerin, mint flavor, propylene glycol, purified water, sodium benzoate, sorbitol solution, sucrose. Citric acid may be used to adjust pH","Directions • drink plenty of clear fluid to help prevent dehydration caused by diarrhea • find right dose on chart. If possible, use weight to dose; otherwise use age. • Use only enclosed dosing cup specifically designed for use with this product. Do not use any other dosing device. • TSP = teaspoonful = milliliter adults and children 12 years and older 4 teaspoonfuls (20 mL) after the first loose stool movement; 2 teaspoonfuls (10 mL) after each subsequent loose stool; but no more than 8 teaspoonfuls (40 mL) a day children 9-11 years (60-95 lbs) 2 teaspoonfuls (10 mL) after the first loose stool movement; 1 teaspoonfuls (5 mL) after each subsequent loose stool; but no more than 6 teaspoonfuls (30 mL) a day children 6-8 years (48-59 lbs) 2teaspoonfuls (10 mL) after the first loose stool movement; 1 teaspoonfuls (5 mL) after each subsequent loose stool; but no more than 4 teaspoonfuls (20 mL) a day children 2-5 years (34 to 47 lbs) ask a doctor children under 2 years (up to 33 lbs) do not use","Warnings Allergy alert: Do not use if you have ever had a rash or other allergic reaction to loperamide HCl Heart alert: Taking more than directed can cause serious heart problems or death Do not use if you have bloody or black stool Ask a doctor before use if you have • fever • mucus in your stool • a history of liver disease Ask doctor or pharmacist before use if you are taking antibiotics When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Stop use and ask a doctor if • symptoms get worse • diarrhea lasts more than 2 days • you get abdominal swelling or bulging. These may be signs of a serious condition. If pregnant or breast-feeding , ask a health professional before use Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away."
6cbf2da2-482c-f642-e053-2a91aa0a6956,diarrhea,Chelidonium majus,2018-05-21,USES To relieve the symptoms of diarrhea.,INDICATIONS Indications: CHELIDONIUM MAJ Diarrhea,ACTIVE INGREDIENTS CHELIDONIUM MAJ,INACTIVE INGREDIENTS Sucrose/Lactose,DIRECTIONS Adults: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides. Children: Dissolve 3 to 5 under the tongue three times a day or as directed by Lic. Practitioner. Take at greater intervals as condition subsides.,"STOP USE AND ASK DOCTOR If symptoms persist/worsen or if pregnant/nursing, stop use and consult your practitioner."
9b4b4c92-8dad-4330-9a9b-7cabb13617d5,diarrhea,Bismatrol,2020-12-09,Purpose Upset stomach reliever and anti-diarrheal,Uses relieves: diarrhea heartburn indigestion nausea upset stomach associated with these symptoms,Active ingredient (in each 15 mL tbsp) Bismuth subsalicylate 525 mg,"Inactive ingredients benzoic acid, D&C red 22, D&C red 28, flavor, hydroxy ethyl cellulose, potassium hydroxide, purified water, saccharin sodium, salicylic acid, simethicone, xanthan gum.","Directions shake well before use for accurate dosing, use dose cup adults and children 12 years and over: 1 dose (2 tbsp or 30 mL) every hour as needed do not exceed 4 doses (8 tbsp or 120 mL) in 24 hours use until diarrhea stops but not more than 2 days children under 12 years: ask a doctor drink plenty of clear fluids to help prevent dehydration caused by diarrhea","Warnings Reye's syndrome: Children and teenagers who have or are recovering from children pox or flu-like symptoms should not use this product. when using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syndrome, a rare but serious illness. Allergy alert: Contains salicylate. Do not take if you are allergic to salicylates (including aspirin) taking other salicylate products Do not use if you have bloody or black stool an ulcer a bleeding problem Ask a doctor before use if you have fever mucus in the stool Ask a doctor or pharmacist before use if you are taking any drug for anticoagulation (thinning of the blood) diabetes gout arthritis When using this product a temporary, but harmless darkening of the stool and/or tongue may occur Stop use and ask a doctor if symptoms get worse ringing in the ears or loss of hearing occurs diarrhea lasts more than 2 days If pregnant or breast feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison control center immediately."
9c156955-1376-4b53-a756-f983d4e3ac80,diarrhea,apo-ENTERIT,2019-07-02,"For occasional diarrhea and minor stomach cramps. Application of this homeopathic remedy for the designated usage is exclusively based on homeopathic experience. With severe forms of this disease, a clinically proven therapy is indicated.","Indications For occasional diarrhea and minor stomach cramps. Application of this homeopathic remedy for the designated usage is exclusively based on homeopathic experience. With severe forms of this disease, a clinically proven therapy is indicated.",Ingredients: Citrullus colocynthis (Colocynthis) 4X Podophyllum peltatum 4X Veratrum album 4X Artemisia abrotanum 15.20 mg/ml Cynara scolymus 42.74 mg/ml Potentilla anserina 21.84 mg/ml Selected ingredients prepared by spagyric processes.,Contains 41% alcohol by volume.,"Dosage Unless otherwise prescribed, adults take 15-20 drops, 3 times per day. For pediatric dosages, consult your practitioner.","Warning If symptoms persist, contact a licensed practitioner. If you have known sensitivity to any of the ingredients, please consult your licensed practitioner before use. If you are pregnant or nursing a baby, seek the advice of a health care professional before use. Keep out of the reach of children. Protect from light and heat. Tamper Evident Do not use this product if tamper evident strip is broken or removed from base of cap."
9cd5d4c5-54d5-1688-e053-2a95a90a2a97,diarrhea,Anti-Diarrheal,2020-01-23,Purpose Anti-diarrheal,"Use controls symptoms of diarrhea, including Travelers' Diarrhea",Active ingredient (in each capsule) Loperamide HCI 2 mg,"Inactive ingredients butylated hydroxyanisole, edible ink, FD&C Blue #1, gelatin, glycerin, glyceryl caprylate, polyoxyl 40 hydrogenated castor oil, purified water",Directions drink plenty of clear fluids to help prevent dehydration caused by diarrhea. not for use in children under 12 years of age adults and children 12 years and over: 2 softgels after the first loose stool; 1 softgel after each subsequent loose stool; but no more than 4 softgels in 24 hours,Warnings Allergy alert: Do not use if you have ever had a rash or other allergic reaction to loperamide HCl Heart alert: Taking more than directed can cause serious heart problems or death
e995ced5-3cd4-43de-bd6b-cff7336914ec,diarrhea,Systemistat,2020-08-17,"INDICATIONS: May temporarily relieve painless, clay colored diarrhea, eczema with itching, and burning hay fever with offensive discharge running from the nose.** **Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.","INDICATIONS: May temporarily relieve painless, clay colored diarrhea, eczema with itching, and burning hay fever with offensive discharge running from the nose.** **Claims based on traditional homeopathic practice, not accepted medical evidence. Not FDA evaluated.","ACTIVE INGREDIENTS: (in each drop): 14.24% of Calcarea Carbonica 30X, Hepar Sulphuris Calcareum 12X, Hydrastis Canadensis 5X, Lycopodium Clavatum 12X, Mercurius Solubilis 30X, Sulphur 12X, Thuja Occidentalis 30X; 0.10% of Berberis Vulgaris 3X, Chelidonium Majus 3X, Lappa Major 3X.","INACTIVE INGREDIENTS: Demineralized water, 20% Ethanol.","DIRECTIONS: Adults and children 5 to 10 drops orally, 3 times daily or as otherwise directed by a health care professional. If symptoms persist for more than 2 days, consult your health care professional. Consult a physician for use in children under 12 years of age.","WARNINGS: If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. Do not use if tamper evident seal is broken or missing. Store in a cool, dry place."
4b256d37-4db2-40bb-845d-0515eb7250dc,diarrhea,Matrix Support,2019-11-12,"HOMEOPATHIC INDICATIONS: For the temporary relief of symptoms such as occasional diarrhea, occasional constipation, headaches, gas, congestion, irritated eyes, and indigestion.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","HOMEOPATHIC INDICATIONS: For the temporary relief of symptoms such as occasional diarrhea, occasional constipation, headaches, gas, congestion, irritated eyes, and indigestion.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","ACTIVE INGREDIENTS: Ceanothus Americanus 4X, Anacardium Orientale 6X, Argentum Nitricum 6X, Condurango 6X, Hydrastis Canadensis 6X, Momordica Balsamina 6X, Oxalis Acetosella 6X, Pulsatilla (Vulgaris) 6X, Bile Duct (Suis) 8X, Colon (Suis) 8X, Duodenum (Suis) 8X, Esophagus (Suis) 8X, Eye (Suis) 8X, Gallbladder (Suis) 8X, Ileum (Suis) 8X, Intestine (Suis) 8X, Ipecacuanha 8X, Jejunum (Suis) 8X, Kali Bichromicum 8X, Lung, (Suis) 8X, Mucosa Nasalis Suis 8X, Natrum Oxalaceticum 8X, Oral Mucosa (Suis) 8X, Phosphorus 8X, Rectal Mucosa (Suis) 8X, Stomach (Suis) 8X, Sulphur 8X, Veratrum Album 8X, Mannan 8X, 30X, 200X, Kreosotum 10X, Lachesis Mutus 10X, Mandragora Officinarum 10X, Urinary Bladder (Suis) 6C, Dysentery Bacillus 30C, 200C.","INACTIVE INGREDIENTS: Demineralized Water, 25% Ethanol","DIRECTIONS: 10 drops under the tongue, 3 times a day or as directed by a health professional. Consult a physician for use in children under 12 years of age.","WARNINGS: Keep out of reach of children. In case of overdose, contact physician or a Poison Control Center right away. If pregnant or breast-feeding, ask a health professional before use. Tamper seal: ""Sealed for Your Protection."" Do not use if seal is broken or missing."
7299c55d-af04-4644-aea8-25752b02c2f2,diarrhea,Stomach Relief Maximum Strength,2019-03-11,Purpose Upset stomach reliever/Antidiarrheal,"Uses relieves travelers' diarrhea diarrhea upset stomach due to overindulgence in food and drink, including: heartburn indigestion nausea gas fullness belching",Active ingredient (in each 30 mL) Bismuth subsalicylate 1050 mg,"Inactive ingredients benzoic acid, D&C red #22, D&C red #28, flavor, magnesium aluminum silicate, methylcellulose, purified water, saccharin sodium, salicylic acid, sodium salicylate, sorbic acid",Directions mL = milliliter shake well before using measure only with dosing cup provided. Do not use any other dosing device. ​keep dosing cup with product adults and children 12 years and over: 30 mL (1 dose) every 1 hour as needed do not take more than 4 doses (120 mL) in 24 hours use until diarrhea stops but not more than 2 days children under 12 years of age: ask a doctor drink plenty of clear fluids to help prevent dehydration caused by diarrhea,"Warnings Reye's syndrome : Children and teenagers who have or are recovering from chicken pox or flu-like symptoms should not use this product. When using this product, if changes in behavior with nausea and vomiting occur, consult a doctor because these symptoms could be an early sign of Reye's syndrome, a rare but serious illness. Allergy alert: Contains salicylate. Do not take if you are allergic to salicylates (including aspirin) taking other salicylate products Do not use if you have an ulcer a bleeding problem bloody or black stool Ask a doctor before use if you have fever mucus in the stool Ask a doctor or pharmacist before use if you are taking any drug for diabetes gout arthritis anticoagulation (thinning the blood) When using this product a temporary, but harmless, darkening of the stool and/or tongue may occur. Stop use and ask a doctor if symptoms get worse or last more than 2 days ringing in the ears or loss of hearing occurs diarrhea lasts more than 2 days If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of childen. In case of overdose, get medical help or contact a Posion Control Center (1-800-222-1222) right away."
91700cbf-73ae-49b2-8ff3-99db4473b927,diarrhea,Ileocecal Valve Support,2018-04-18,"HOMEOPATHIC INDICATIONS: For temporary relief of symptoms related to Ileocecal Valve dysfunction including pelvic pain, fever, headache, bad breath, ringing in the ears, occasional diarrhea, and occasional constipation.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","HOMEOPATHIC INDICATIONS: For temporary relief of symptoms related to Ileocecal Valve dysfunction including pelvic pain, fever, headache, bad breath, ringing in the ears, occasional diarrhea, and occasional constipation.** **These statements are based upon traditional homeopathic principles. They have not been reviewed by the Food and Drug Administration.","ACTIVE INGREDIENTS: Iodium 6X, Hypophysis Suis 8X, Thyroidinum (Suis) 8X, Glandula Suprarenalis Suis 10X, Fel Tauri 12X, Taraxacum Officinale 12X, Bryonia (Alba) 30C, Carbo Vegetabilis 30C, Colocynthis 30C, Indolum 30C, Lycopodium Clavatum 30C, Mercurius Corrosivus 30C, Nux Vomica 30C, Phosphorus 30C, Pulsatilla (Vulgaris) 30C.","INACTIVE INGREDIENTS: Demineralized Water, 25% Ethanol","DIRECTIONS: 1-10 drops under the tongue, 3 times a day or as directed by a health professional. Consult a physician for use in children under 12 years of age.","WARNINGS: Keep out of reach of children. In case of overdose, contact physician or a Poison Control Center right away. If pregnant or breast-feeding, ask a health professional before use. Tamper seal: ""Sealed for Your Protection."" Do not use if seal is broken or missing."
b6b0c498-99ca-814d-e053-2a95a90afe59,diarrhea,Thuja occidentalis,2020-12-17,OTC - PURPOSE SECTION Warts; Brown spots on hand & arms; Vaccination effects; Dandruff; Diarrhea.,INDICATIONS & USAGE SECTION Warts; Brown spots on hand & arms; Vaccination effects; Dandruff; Diarrhea.,"OTC - ACTIVE INGREDIENT SECTION Thuja occidentalis 15x, 10x, 200c, 30c.","INACTIVE INGREDIENT SECTION Inactive Ingredients: USP Purified water; USP Gluten-free, non-GMO, organic cane alcohol 20%.","DOSAGE & ADMINISTRATION SECTION Directions: Ages 12 and up, take 6 drops by mouth (ages 0 to 11, give 3 drops) as needed or as directed by a health professional. Sensitive persons begin with 1 drop and gradually increase to full dose.","WARNINGS SECTION WARNINGS: Keep out of reach of children. Do not use if tamper-evident seal is broken or missing. If symptoms worsen or persist for more than a few days, consult a doctor. If pregnant or breast-feeding , ask a doctor before use."
ec0e08ac-f0b3-4c6e-a940-99b139faef8f,diarrhea,Anti-Diarrheal,2019-06-20,Purpose Anti-diarrheal,"Use controls symptoms of diarrhea, including Travelers' Diarrhea",Active ingredient (in each capsule) Loperamide HCI 2 mg,"Inactive ingredients butylated hydroxyanisole, edible ink, FD&C Blue #1, gelatin, glycerin, glyceryl caprylate, polyoxyl 40 hydrogenated castor oil, purified water",Directions drink plenty of clear fluids to help prevent dehydration caused by diarrhea. not for use in children under 12 years of age adults and children 12 years and over: 2 softgels after the first loose stool; 1 softgel after each subsequent loose stool; but no more than 4 softgels in 24 hours,Warnings Allergy alert: Do not use if you have ever had a rash or other allergic reaction to loperamide HCl Heart alert: Taking more than directed can cause serious heart problems or death
4632800b-a1d7-464f-bee3-d3d9ebbdb54d,diarrhea,Hydrate II,2019-11-11,"INDICATIONS: For temporary relief of dry mouth, dyspepsia, infrequent urination, constipation alternating with diarrhea, chronic myalgia, headache and low back pain.","INDICATIONS: For temporary relief of dry mouth, dyspepsia, infrequent urination, constipation alternating with diarrhea, chronic myalgia, headache and low back pain.","ACTIVE INGREDIENTS: Coffea Tosta 2X, Avena Sativa 3X, Equisetum Hyemale 3X, Hypericum Perforatum 3X, Ginkgo Biloba 6X, Germanium Sesquioxide 8X, Silicea 8X.","INACTIVE INGREDIENTS: Celandine, Beet, Blessed Thistle, Boldo, Dandelion, Parsley, Demineralized Water, 25% Ethanol","DIRECTIONS: Mix 3 parts water to one part juice, add 6 drops Hydrate II to 8 oz. mixture. Drink 4 eight oz glasses daily in between meals. Drink hydrate/water mixture for 6 days and then only water for one day. Repeat. After eight weeks begin drinking more pure water and less hydrate/water mixture. Consult a physician for use in children under 12 years of age.","WARNINGS: ​If pregnant or breast-feeding, ​ ask a health care professinal before use. ​Keep out of reach of children. ​ In case of overdose, get medical help or contact a Poison Control Center right away. Do not use if tamper evident seal is broken or missing. Store in a cool, dry place."
56731e5c-334b-4bdf-bfc2-47230fa92531,diarrhea,Loperamide Hydrochloride,2019-05-20,Purpose Anti-diarrheal,"Use controls symptoms of diarrhea, including Travelers' Diarrhea","Active ingredient (in each caplet) Loperamide Hydrochloride USP, 2 mg","Inactive ingredients anhydrous lactose, croscarmellose sodium, crospovidone, D&C yellow no. 10 aluminum lake, FD&C blue no. 1 aluminum lake, hydrogenated vegetable oil, magnesium stearate, powdered cellulose, pregelatinized starch","Directions drink plenty of clear fluids to help prevent dehydration caused by diarrhea find right dose on chart. If possible, use weight to dose; otherwise, use age. adults and children 12 years and over 2 caplets after the first loose stool; 1 caplet after each subsequent loose stool; but no more than 4 caplets in 24 hours children 9-11 years (60-95 lbs) 1 caplet after the first loose stool; ½ caplet after each subsequent loose stool; but no more than 3 caplets in 24 hours children 6-8 years (48-59 lbs) 1 caplet after the first loose stool; ½ caplet after each subsequent loose stool; but no more than 2 caplets in 24 hours children 2-5 years (34 to 47 lbs) ask a doctor children under 2 years (up to 33 lbs) do not use","Warnings Allergy alert Do not use if you have ever had a rash or other allergic reaction to loperamide hydrochloride Heart alert Taking more than directed can cause serious heart problems or death Do not use if you have bloody or black stool Ask a doctor before use if you have fever mucus in the stool a history of liver disease a history of abnormal heart rhythm Ask a doctor or pharmacist before use if you are taking a prescription drug. Loperamide may interact with certain prescription drugs. When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Stop use and ask a doctor if symptoms get worse diarrhea lasts for more than 2 days you get abdominal swelling or bulging. These may be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away (1-800-222-1222)."
adf1fc77-e78a-bf39-e053-2a95a90a121e,diarrhea,Arsenicum album,2020-08-28,Box - Relieves diarrhea with vomiting and weakness,"Tube - Diarrhea With Vomiting And Weakness* Box - temporarily relieves symptoms of diarrhea including: nausea, vomiting, cramps, weakness with chills, traveler's diarrhea*","Tube - Arsenicum album 30C (**contains 0.443 mg of the active ingredient per pellet) Box - Arsenicum album 30C HPUS (**contains 0.443 mg of the active ingredient in each pellet) (contains less than 10 -14 mg arsenic) The letters ""HPUS"" indicate that the components in this product are officially monographed in the Homeopathic Pharmacopoeia of the United States.","Tube - lactose, sucrose Box - lactose, sucrose","Tube - Adults and children: At the onset of symptoms, dissolve 5 pellets under the tongue 3 times a day until symptoms are relieved or as directed by a doctor. Box - Drink plenty of clear fluids to help prevent dehydration caused by diarrhea. Adults and children: At the onset of symptoms, dissolve 5 pellets under the tongue 3 times a day until symptoms are relieved or as directed by a doctor.",
d6b953cd-40ee-49ee-9890-486e10d29791,diarrhea,Loperamide hydrochloride,2020-01-27,Purpose Anti-diarrheal,"Use controls symptoms of diarrhea, including Travelers’ Diarrhea",Active ingredient (in each 7.5 mL) Loperamide HCl 1 mg,"Inactive ingredients anhydrous citric acid, carboxymethylcellulose sodium, D&C yellow no. 10, FD&C blue no. 1, glycerin, microcrystalline cellulose, natural and artificial mint flavor, propylene glycol, purified water, simethicone, sodium benzoate, sucralose, titanium dioxide, xanthan gum","Directions • drink plenty of clear fluids to help prevent dehydration caused by diarrhea • find right dose on chart. If possible, use weight to dose; otherwise use age. • shake well before using • use only enclosed dosing cup specifically designed for use with this product. Do not use any other dosing device. • mL = milliliter adults and children 12 years and over 30 mL after the first loose stool; 15 mL after each subsequent loose stool; but no more than 60 mL in 24 hours children 9-11 years (60-95 lbs) 15 mL after the first loose stool; 7.5 mL after each subsequent loose stool; but no more than 45 mL in 24 hours children 6-8 years (48-59 lbs) 15 mL after the first loose stool; 7.5 mL after each subsequent loose stool; but no more than 30 mL in 24 hours children 2-5 years (34 to 47 lbs) ask a doctor children under 2 years (up to 33 lbs) do not use","Warnings Allergy alert: Do not use if you have ever had a rash or other allergic reaction to loperamide HCl Heart alert: Taking more than directed can cause serious heart problems or death Do not use if you have bloody or black stool Ask a doctor before use if you have • fever • mucus in the stool • a history of liver disease • a history of abnormal heart rhythm Ask a doctor or pharmacist before use if you are taking a prescription drug. Loperamide may interact with certain prescription drugs. When using this product tiredness, drowsiness or dizziness may occur. Be careful when driving or operating machinery. Stop use and ask a doctor if • symptoms get worse • diarrhea lasts for more than 2 days • you get abdominal swelling or bulging. These may be signs of a serious condition. If pregnant or breast-feeding, ask a health professional before use. Keep out of reach of children. In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)"
